Gene stable ID,Gene stable ID version,HGNC symbol
ENSG00000137673,ENSG00000137673.9,MMP7
ENSG00000137726,ENSG00000137726.17,FXYD6
ENSG00000137745,ENSG00000137745.13,MMP13
ENSG00000137801,ENSG00000137801.11,THBS1
ENSG00000137809,ENSG00000137809.17,ITGA11
ENSG00000137845,ENSG00000137845.15,ADAM10
ENSG00000137868,ENSG00000137868.19,STRA6
ENSG00000137869,ENSG00000137869.16,CYP19A1
ENSG00000137872,ENSG00000137872.17,SEMA6D
ENSG00000137968,ENSG00000137968.17,SLC44A5
ENSG00000138039,ENSG00000138039.15,LHCGR
ENSG00000138071,ENSG00000138071.15,ACTR2
ENSG00000138080,ENSG00000138080.14,EMILIN1
ENSG00000138185,ENSG00000138185.20,ENTPD1
ENSG00000138207,ENSG00000138207.15,RBP4
ENSG00000138379,ENSG00000138379.5,MSTN
ENSG00000138435,ENSG00000138435.16,CHRNA1
ENSG00000138448,ENSG00000138448.13,ITGAV
ENSG00000138449,ENSG00000138449.11,SLC40A1
ENSG00000138623,ENSG00000138623.10,SEMA7A
ENSG00000138675,ENSG00000138675.17,FGF5
ENSG00000138684,ENSG00000138684.9,IL21
ENSG00000138685,ENSG00000138685.18,FGF2
ENSG00000138696,ENSG00000138696.11,BMPR1B
ENSG00000138741,ENSG00000138741.11,TRPC3
ENSG00000138755,ENSG00000138755.6,CXCL9
ENSG00000138798,ENSG00000138798.13,EGF
ENSG00000138823,ENSG00000138823.14,MTTP
ENSG00000139187,ENSG00000139187.10,KLRG1
ENSG00000139193,ENSG00000139193.4,CD27
ENSG00000139219,ENSG00000139219.19,COL2A1
ENSG00000139269,ENSG00000139269.3,INHBE
ENSG00000139292,ENSG00000139292.13,LGR5
ENSG00000139329,ENSG00000139329.5,LUM
ENSG00000139515,ENSG00000139515.6,PDX1
ENSG00000139549,ENSG00000139549.4,DHH
ENSG00000139567,ENSG00000139567.14,ACVRL1
ENSG00000139572,ENSG00000139572.4,GPR84
ENSG00000139574,ENSG00000139574.9,NPFF
ENSG00000139626,ENSG00000139626.16,ITGB7
ENSG00000139636,ENSG00000139636.16,LMBR1L
ENSG00000139874,ENSG00000139874.6,SSTR1
ENSG00000140009,ENSG00000140009.19,ESR2
ENSG00000140285,ENSG00000140285.12,FGF7
ENSG00000140287,ENSG00000140287.11,HDC
ENSG00000140443,ENSG00000140443.15,IGF1R
ENSG00000140459,ENSG00000140459.18,CYP11A1
ENSG00000140538,ENSG00000140538.17,NTRK3
ENSG00000140545,ENSG00000140545.16,MFGE8
ENSG00000140678,ENSG00000140678.17,ITGAX
ENSG00000141096,ENSG00000141096.6,DPEP3
ENSG00000141433,ENSG00000141433.13,ADCYAP1
ENSG00000141505,ENSG00000141505.12,ASGR1
ENSG00000141655,ENSG00000141655.18,TNFRSF11A
ENSG00000141736,ENSG00000141736.14,ERBB2
ENSG00000141744,ENSG00000141744.4,PNMT
ENSG00000141753,ENSG00000141753.7,IGFBP4
ENSG00000142156,ENSG00000142156.16,COL6A1
ENSG00000142166,ENSG00000142166.15,IFNAR1
ENSG00000142173,ENSG00000142173.17,COL6A2
ENSG00000142192,ENSG00000142192.22,APP
ENSG00000142224,ENSG00000142224.18,IL19
ENSG00000142512,ENSG00000142512.15,SIGLEC10
ENSG00000142515,ENSG00000142515.16,KLK3
ENSG00000142538,ENSG00000142538.2,PTH2
ENSG00000142615,ENSG00000142615.8,CELA2A
ENSG00000142627,ENSG00000142627.13,EPHA2
ENSG00000142677,ENSG00000142677.4,IL22RA1
ENSG00000142798,ENSG00000142798.20,HSPG2
ENSG00000142856,ENSG00000142856.18,ITGB3BP
ENSG00000142871,ENSG00000142871.18,CCN1
ENSG00000142949,ENSG00000142949.17,PTPRF
ENSG00000143119,ENSG00000143119.15,CD53
ENSG00000143125,ENSG00000143125.6,PROK1
ENSG00000143127,ENSG00000143127.13,ITGA10
ENSG00000143147,ENSG00000143147.15,GPR161
ENSG00000143184,ENSG00000143184.5,XCL1
ENSG00000143185,ENSG00000143185.4,XCL2
ENSG00000143217,ENSG00000143217.9,NECTIN4
ENSG00000143365,ENSG00000143365.20,RORC
ENSG00000143369,ENSG00000143369.15,ECM1
ENSG00000143375,ENSG00000143375.15,CGN
ENSG00000143512,ENSG00000143512.13,HHIPL2
ENSG00000143537,ENSG00000143537.14,ADAM15
ENSG00000143546,ENSG00000143546.10,S100A8
ENSG00000143590,ENSG00000143590.14,EFNA3
ENSG00000143761,ENSG00000143761.17,ARF1
ENSG00000143768,ENSG00000143768.13,LEFTY2
ENSG00000143816,ENSG00000143816.8,WNT9A
ENSG00000143839,ENSG00000143839.15,REN
ENSG00000143869,ENSG00000143869.7,GDF7
ENSG00000143933,ENSG00000143933.20,CALM2
ENSG00000143947,ENSG00000143947.15,RPS27A
ENSG00000144119,ENSG00000144119.5,C1QL2
ENSG00000144227,ENSG00000144227.5,NXPH2
ENSG00000144230,ENSG00000144230.17,GPR17
ENSG00000144407,ENSG00000144407.10,PTH2R
ENSG00000144476,ENSG00000144476.6,ACKR3
ENSG00000144619,ENSG00000144619.15,CNTN4
ENSG00000144648,ENSG00000144648.16,ACKR2
ENSG00000144668,ENSG00000144668.12,ITGA9
ENSG00000144724,ENSG00000144724.20,PTPRG
ENSG00000144730,ENSG00000144730.19,IL17RD
ENSG00000144749,ENSG00000144749.14,LRIG1
ENSG00000144810,ENSG00000144810.16,COL8A1
ENSG00000144847,ENSG00000144847.13,IGSF11
ENSG00000144852,ENSG00000144852.20,NR1I2
ENSG00000144857,ENSG00000144857.15,BOC
ENSG00000144891,ENSG00000144891.19,AGTR1
ENSG00000145040,ENSG00000145040.4,UCN2
ENSG00000145147,ENSG00000145147.20,SLIT2
ENSG00000145192,ENSG00000145192.13,AHSG
ENSG00000145242,ENSG00000145242.14,EPHA5
ENSG00000145321,ENSG00000145321.13,GC
ENSG00000145423,ENSG00000145423.5,SFRP2
ENSG00000145431,ENSG00000145431.11,PDGFC
ENSG00000145545,ENSG00000145545.13,SRD5A1
ENSG00000145623,ENSG00000145623.13,OSMR
ENSG00000145649,ENSG00000145649.8,GZMA
ENSG00000145777,ENSG00000145777.15,TSLP
ENSG00000145824,ENSG00000145824.13,CXCL14
ENSG00000145839,ENSG00000145839.2,IL9
ENSG00000145934,ENSG00000145934.17,TENM2
ENSG00000146013,ENSG00000146013.12,GFRA3
ENSG00000146072,ENSG00000146072.6,TNFRSF21
ENSG00000146374,ENSG00000146374.14,RSPO3
ENSG00000146469,ENSG00000146469.13,VIP
ENSG00000146648,ENSG00000146648.21,EGFR
ENSG00000146674,ENSG00000146674.16,IGFBP3
ENSG00000146678,ENSG00000146678.10,IGFBP1
ENSG00000146904,ENSG00000146904.9,EPHA1
ENSG00000147100,ENSG00000147100.11,SLC16A2
ENSG00000147145,ENSG00000147145.14,LPAR4
ENSG00000147168,ENSG00000147168.14,IL2RG
ENSG00000147246,ENSG00000147246.10,HTR2C
ENSG00000147257,ENSG00000147257.16,GPC3
ENSG00000147262,ENSG00000147262.5,GPR119
ENSG00000147432,ENSG00000147432.7,CHRNB3
ENSG00000147434,ENSG00000147434.9,CHRNA6
ENSG00000147437,ENSG00000147437.10,GNRH1
ENSG00000147571,ENSG00000147571.5,CRH
ENSG00000147655,ENSG00000147655.12,RSPO2
ENSG00000147852,ENSG00000147852.17,VLDLR
ENSG00000147869,ENSG00000147869.5,CER1
ENSG00000147873,ENSG00000147873.6,IFNA5
ENSG00000147885,ENSG00000147885.4,IFNA16
ENSG00000147896,ENSG00000147896.4,IFNK
ENSG00000148053,ENSG00000148053.18,NTRK2
ENSG00000148334,ENSG00000148334.16,PTGES2
ENSG00000148344,ENSG00000148344.11,PTGES
ENSG00000148346,ENSG00000148346.12,LCN2
ENSG00000148400,ENSG00000148400.13,NOTCH1
ENSG00000148498,ENSG00000148498.17,PARD3
ENSG00000148680,ENSG00000148680.16,HTR7
ENSG00000148734,ENSG00000148734.8,NPFFR1
ENSG00000148795,ENSG00000148795.7,CYP17A1
ENSG00000148848,ENSG00000148848.15,ADAM12
ENSG00000148926,ENSG00000148926.10,ADM
ENSG00000148943,ENSG00000148943.12,LIN7C
ENSG00000148948,ENSG00000148948.8,LRRC4C
ENSG00000149021,ENSG00000149021.7,SCGB1A1
ENSG00000149084,ENSG00000149084.13,HSD17B12
ENSG00000149131,ENSG00000149131.17,SERPING1
ENSG00000149256,ENSG00000149256.16,TENM4
ENSG00000149294,ENSG00000149294.18,NCAM1
ENSG00000149295,ENSG00000149295.14,DRD2
ENSG00000149305,ENSG00000149305.8,HTR3B
ENSG00000149418,ENSG00000149418.11,ST14
ENSG00000149564,ENSG00000149564.12,ESAM
ENSG00000149735,ENSG00000149735.7,GPHA2
ENSG00000149932,ENSG00000149932.17,TMEM219
ENSG00000150093,ENSG00000150093.20,ITGB1
ENSG00000150281,ENSG00000150281.7,CTF1
ENSG00000150337,ENSG00000150337.14,FCGR1A
ENSG00000150471,ENSG00000150471.17,ADGRL3
ENSG00000150594,ENSG00000150594.7,ADRA2A
ENSG00000150630,ENSG00000150630.4,VEGFC
ENSG00000150637,ENSG00000150637.9,CD226
ENSG00000150687,ENSG00000150687.12,PRSS23
ENSG00000150782,ENSG00000150782.13,IL18
ENSG00000150991,ENSG00000150991.16,UBC
ENSG00000151067,ENSG00000151067.23,CACNA1C
ENSG00000151552,ENSG00000151552.13,QDPR
ENSG00000151577,ENSG00000151577.14,DRD3
ENSG00000151617,ENSG00000151617.17,EDNRA
ENSG00000151623,ENSG00000151623.15,NR3C2
ENSG00000151655,ENSG00000151655.19,ITIH2
ENSG00000151665,ENSG00000151665.13,PIGF
ENSG00000151694,ENSG00000151694.15,ADAM17
ENSG00000151882,ENSG00000151882.11,CCL28
ENSG00000151892,ENSG00000151892.16,GFRA1
ENSG00000152034,ENSG00000152034.11,MCHR2
ENSG00000152207,ENSG00000152207.8,CYSLTR2
ENSG00000152266,ENSG00000152266.7,PTH
ENSG00000152463,ENSG00000152463.15,OLAH
ENSG00000152591,ENSG00000152591.15,DSPP
ENSG00000152592,ENSG00000152592.15,DMP1
ENSG00000152595,ENSG00000152595.17,MEPE
ENSG00000152785,ENSG00000152785.8,BMP3
ENSG00000152822,ENSG00000152822.15,GRM1
ENSG00000152954,ENSG00000152954.12,NRSN1
ENSG00000153162,ENSG00000153162.9,BMP6
ENSG00000153208,ENSG00000153208.19,MERTK
ENSG00000153246,ENSG00000153246.13,PLA2R1
ENSG00000153283,ENSG00000153283.14,CD96
ENSG00000153563,ENSG00000153563.17,CD8A
ENSG00000153707,ENSG00000153707.19,PTPRD
ENSG00000153993,ENSG00000153993.14,SEMA3D
ENSG00000154096,ENSG00000154096.14,THY1
ENSG00000154127,ENSG00000154127.10,UBASH3B
ENSG00000154133,ENSG00000154133.15,ROBO4
ENSG00000154134,ENSG00000154134.15,ROBO3
ENSG00000154165,ENSG00000154165.5,GPR15
ENSG00000154188,ENSG00000154188.10,ANGPT1
ENSG00000154342,ENSG00000154342.6,WNT3A
ENSG00000154478,ENSG00000154478.4,GPR26
ENSG00000154553,ENSG00000154553.17,PDLIM3
ENSG00000154589,ENSG00000154589.7,LY96
ENSG00000154654,ENSG00000154654.15,NCAM2
ENSG00000154678,ENSG00000154678.18,PDE1C
ENSG00000154721,ENSG00000154721.15,JAM2
ENSG00000154764,ENSG00000154764.6,WNT7A
ENSG00000154856,ENSG00000154856.13,APCDD1
ENSG00000154928,ENSG00000154928.19,EPHB1
ENSG00000155011,ENSG00000155011.9,DKK2
ENSG00000155760,ENSG00000155760.3,FZD7
ENSG00000155897,ENSG00000155897.10,ADCY8
ENSG00000156076,ENSG00000156076.10,WIF1
ENSG00000156234,ENSG00000156234.8,CXCL13
ENSG00000156395,ENSG00000156395.14,SORCS3
ENSG00000156427,ENSG00000156427.8,FGF18
ENSG00000156466,ENSG00000156466.11,GDF6
ENSG00000156471,ENSG00000156471.13,PTDSS1
ENSG00000156535,ENSG00000156535.15,CD109
ENSG00000156574,ENSG00000156574.10,NODAL
ENSG00000156642,ENSG00000156642.17,NPTN
ENSG00000156687,ENSG00000156687.11,UNC5D
ENSG00000156886,ENSG00000156886.12,ITGAD
ENSG00000157005,ENSG00000157005.4,SST
ENSG00000157017,ENSG00000157017.16,GHRL
ENSG00000157168,ENSG00000157168.22,NRG1
ENSG00000157193,ENSG00000157193.18,LRP8
ENSG00000157219,ENSG00000157219.5,HTR5A
ENSG00000157240,ENSG00000157240.4,FZD1
ENSG00000157368,ENSG00000157368.12,IL34
ENSG00000157404,ENSG00000157404.17,KIT
ENSG00000157551,ENSG00000157551.19,KCNJ15
ENSG00000157870,ENSG00000157870.17,PRXL2B
ENSG00000157873,ENSG00000157873.18,TNFRSF14
ENSG00000158315,ENSG00000158315.11,RHBDL2
ENSG00000158458,ENSG00000158458.21,NRG2
ENSG00000158473,ENSG00000158473.8,CD1D
ENSG00000158477,ENSG00000158477.7,CD1A
ENSG00000158485,ENSG00000158485.11,CD1B
ENSG00000158715,ENSG00000158715.6,SLC45A3
ENSG00000158747,ENSG00000158747.15,NBL1
ENSG00000158748,ENSG00000158748.4,HTR6
ENSG00000158769,ENSG00000158769.19,F11R
ENSG00000158813,ENSG00000158813.18,EDA
ENSG00000158815,ENSG00000158815.11,FGF17
ENSG00000158865,ENSG00000158865.13,SLC5A11
ENSG00000158874,ENSG00000158874.12,APOA2
ENSG00000158887,ENSG00000158887.20,MPZ
ENSG00000158955,ENSG00000158955.11,WNT9B
ENSG00000158966,ENSG00000158966.16,CACHD1
ENSG00000159110,ENSG00000159110.22,IFNAR2
ENSG00000159128,ENSG00000159128.16,IFNGR2
ENSG00000159164,ENSG00000159164.10,SV2A
ENSG00000159224,ENSG00000159224.4,GIP
ENSG00000159228,ENSG00000159228.13,CBR1
ENSG00000159346,ENSG00000159346.13,ADIPOR1
ENSG00000159461,ENSG00000159461.15,AMFR
ENSG00000159640,ENSG00000159640.17,ACE
ENSG00000159674,ENSG00000159674.12,SPON2
ENSG00000159723,ENSG00000159723.5,AGRP
ENSG00000159763,ENSG00000159763.4,PIP
ENSG00000159899,ENSG00000159899.16,NPR2
ENSG00000159958,ENSG00000159958.7,TNFRSF13C
ENSG00000160013,ENSG00000160013.10,PTGIR
ENSG00000160014,ENSG00000160014.17,CALM3
ENSG00000160111,ENSG00000160111.15,CPAMD8
ENSG00000160190,ENSG00000160190.14,SLC37A1
ENSG00000160223,ENSG00000160223.18,ICOSLG
ENSG00000160255,ENSG00000160255.19,ITGB2
ENSG00000160339,ENSG00000160339.16,FCN2
ENSG00000160349,ENSG00000160349.10,LCN1
ENSG00000160593,ENSG00000160593.20,JAML
ENSG00000160654,ENSG00000160654.11,CD3G
ENSG00000160678,ENSG00000160678.12,S100A1
ENSG00000160683,ENSG00000160683.5,CXCR5
ENSG00000160712,ENSG00000160712.13,IL6R
ENSG00000160716,ENSG00000160716.6,CHRNB2
ENSG00000160791,ENSG00000160791.14,CCR5
ENSG00000160801,ENSG00000160801.14,PTH1R
ENSG00000160862,ENSG00000160862.13,AZGP1
ENSG00000160867,ENSG00000160867.15,FGFR4
ENSG00000160868,ENSG00000160868.16,CYP3A4
ENSG00000160882,ENSG00000160882.13,CYP11B1
ENSG00000160951,ENSG00000160951.4,PTGER1
ENSG00000160991,ENSG00000160991.17,ORAI2
ENSG00000161055,ENSG00000161055.4,SCGB3A1
ENSG00000161509,ENSG00000161509.14,GRIN2C
ENSG00000161610,ENSG00000161610.1,HCRT
ENSG00000161638,ENSG00000161638.11,ITGA5
ENSG00000161681,ENSG00000161681.17,SHANK1
ENSG00000161921,ENSG00000161921.17,CXCL16
ENSG00000161944,ENSG00000161944.17,ASGR2
ENSG00000161955,ENSG00000161955.17,TNFSF13
ENSG00000161958,ENSG00000161958.11,FGF11
ENSG00000162009,ENSG00000162009.10,SSTR5
ENSG00000162065,ENSG00000162065.15,TBC1D24
ENSG00000162068,ENSG00000162068.2,NTN3
ENSG00000162078,ENSG00000162078.12,ZG16B
ENSG00000162104,ENSG00000162104.10,ADCY9
ENSG00000162174,ENSG00000162174.12,ASRGL1
ENSG00000162337,ENSG00000162337.12,LRP5
ENSG00000162344,ENSG00000162344.4,FGF19
ENSG00000162490,ENSG00000162490.7,DRAXIN
ENSG00000162493,ENSG00000162493.17,PDPN
ENSG00000162510,ENSG00000162510.6,MATN1
ENSG00000162512,ENSG00000162512.16,SDC3
ENSG00000162552,ENSG00000162552.15,WNT4
ENSG00000162594,ENSG00000162594.17,IL23R
ENSG00000162618,ENSG00000162618.15,ADGRL4
ENSG00000162631,ENSG00000162631.20,NTNG1
ENSG00000162692,ENSG00000162692.12,VCAM1
ENSG00000162704,ENSG00000162704.16,ARPC5
ENSG00000162733,ENSG00000162733.19,DDR2
ENSG00000162736,ENSG00000162736.18,NCSTN
ENSG00000162753,ENSG00000162753.13,SLC9C2
ENSG00000162836,ENSG00000162836.12,ACP6
ENSG00000162891,ENSG00000162891.11,IL20
ENSG00000162892,ENSG00000162892.16,IL24
ENSG00000162998,ENSG00000162998.5,FRZB
ENSG00000163083,ENSG00000163083.6,INHBB
ENSG00000163106,ENSG00000163106.11,HPGDS
ENSG00000163217,ENSG00000163217.2,BMP10
ENSG00000163220,ENSG00000163220.11,S100A9
ENSG00000163235,ENSG00000163235.16,TGFA
ENSG00000163251,ENSG00000163251.4,FZD5
ENSG00000163273,ENSG00000163273.4,NPPC
ENSG00000163291,ENSG00000163291.14,PAQR3
ENSG00000163359,ENSG00000163359.17,COL6A3
ENSG00000163377,ENSG00000163377.16,TAFA4
ENSG00000163394,ENSG00000163394.6,CCKAR
ENSG00000163421,ENSG00000163421.9,PROK2
ENSG00000163464,ENSG00000163464.8,CXCR1
ENSG00000163485,ENSG00000163485.18,ADORA1
ENSG00000163501,ENSG00000163501.7,IHH
ENSG00000163513,ENSG00000163513.20,TGFBR2
ENSG00000163520,ENSG00000163520.14,FBLN2
ENSG00000163531,ENSG00000163531.17,NFASC
ENSG00000163581,ENSG00000163581.14,SLC2A2
ENSG00000163599,ENSG00000163599.18,CTLA4
ENSG00000163600,ENSG00000163600.13,ICOS
ENSG00000163631,ENSG00000163631.19,ALB
ENSG00000163701,ENSG00000163701.19,IL17RE
ENSG00000163702,ENSG00000163702.21,IL17RC
ENSG00000163734,ENSG00000163734.4,CXCL3
ENSG00000163735,ENSG00000163735.7,CXCL5
ENSG00000163736,ENSG00000163736.5,PPBP
ENSG00000163737,ENSG00000163737.5,PF4
ENSG00000163739,ENSG00000163739.5,CXCL1
ENSG00000163785,ENSG00000163785.14,RYK
ENSG00000163794,ENSG00000163794.6,UCN
ENSG00000163823,ENSG00000163823.4,CCR1
ENSG00000163898,ENSG00000163898.10,LIPH
ENSG00000163956,ENSG00000163956.13,LRPAP1
ENSG00000163975,ENSG00000163975.14,MELTF
ENSG00000164047,ENSG00000164047.6,CAMP
ENSG00000164050,ENSG00000164050.13,PLXNB1
ENSG00000164128,ENSG00000164128.7,NPY1R
ENSG00000164129,ENSG00000164129.12,NPY5R
ENSG00000164136,ENSG00000164136.17,IL15
ENSG00000164161,ENSG00000164161.10,HHIP
ENSG00000164171,ENSG00000164171.11,ITGA2
ENSG00000164176,ENSG00000164176.13,EDIL3
ENSG00000164220,ENSG00000164220.7,F2RL2
ENSG00000164251,ENSG00000164251.5,F2RL1
ENSG00000164265,ENSG00000164265.9,SCGB3A2
ENSG00000164266,ENSG00000164266.11,SPINK1
ENSG00000164270,ENSG00000164270.19,HTR4
ENSG00000164307,ENSG00000164307.13,ERAP1
ENSG00000164399,ENSG00000164399.5,IL3
ENSG00000164400,ENSG00000164400.6,CSF2
ENSG00000164404,ENSG00000164404.9,GDF9
ENSG00000164406,ENSG00000164406.8,LEAP2
ENSG00000164485,ENSG00000164485.15,IL22RA2
ENSG00000164509,ENSG00000164509.17,IL31RA
ENSG00000164520,ENSG00000164520.12,RAET1E
ENSG00000164530,ENSG00000164530.15,PI16
ENSG00000164535,ENSG00000164535.15,DAGLB
ENSG00000164674,ENSG00000164674.17,SYTL3
ENSG00000164687,ENSG00000164687.11,FABP5
ENSG00000164690,ENSG00000164690.8,SHH
ENSG00000164692,ENSG00000164692.19,COL1A2
ENSG00000164742,ENSG00000164742.16,ADCY1
ENSG00000164761,ENSG00000164761.9,TNFRSF11B
ENSG00000164825,ENSG00000164825.4,DEFB1
ENSG00000164850,ENSG00000164850.16,GPER1
ENSG00000164930,ENSG00000164930.12,FZD6
ENSG00000164932,ENSG00000164932.13,CTHRC1
ENSG00000164953,ENSG00000164953.17,TMEM67
ENSG00000165029,ENSG00000165029.17,ABCA1
ENSG00000165092,ENSG00000165092.13,ALDH1A1
ENSG00000165197,ENSG00000165197.5,VEGFD
ENSG00000165300,ENSG00000165300.8,SLITRK5
ENSG00000165376,ENSG00000165376.12,CLDN2
ENSG00000165379,ENSG00000165379.14,LRFN5
ENSG00000165409,ENSG00000165409.18,TSHR
ENSG00000165471,ENSG00000165471.7,MBL2
ENSG00000165474,ENSG00000165474.8,GJB2
ENSG00000165646,ENSG00000165646.14,SLC18A2
ENSG00000165682,ENSG00000165682.15,CLEC1B
ENSG00000165731,ENSG00000165731.22,RET
ENSG00000165802,ENSG00000165802.23,NSMF
ENSG00000165985,ENSG00000165985.12,C1QL3
ENSG00000166035,ENSG00000166035.11,LIPC
ENSG00000166086,ENSG00000166086.13,JAM3
ENSG00000166090,ENSG00000166090.8,IL25
ENSG00000166145,ENSG00000166145.15,SPINT1
ENSG00000166147,ENSG00000166147.16,FBN1
ENSG00000166148,ENSG00000166148.4,AVPR1A
ENSG00000166341,ENSG00000166341.9,DCHS1
ENSG00000166509,ENSG00000166509.12,CLEC3A
ENSG00000166573,ENSG00000166573.6,GALR1
ENSG00000166598,ENSG00000166598.16,HSP90B1
ENSG00000166603,ENSG00000166603.5,MC4R
ENSG00000166681,ENSG00000166681.14,BEX3
ENSG00000166710,ENSG00000166710.23,B2M
ENSG00000166736,ENSG00000166736.12,HTR3A
ENSG00000166856,ENSG00000166856.3,GPR182
ENSG00000166863,ENSG00000166863.13,TAC3
ENSG00000166923,ENSG00000166923.12,GREM1
ENSG00000166949,ENSG00000166949.18,SMAD3
ENSG00000167065,ENSG00000167065.14,DUSP18
ENSG00000167244,ENSG00000167244.22,IGF2
ENSG00000167261,ENSG00000167261.14,DPEP2
ENSG00000167286,ENSG00000167286.12,CD3D
ENSG00000167601,ENSG00000167601.12,AXL
ENSG00000167633,ENSG00000167633.18,KIR3DL1
ENSG00000167664,ENSG00000167664.9,TMIGD2
ENSG00000167772,ENSG00000167772.12,ANGPTL4
ENSG00000167775,ENSG00000167775.11,CD320
ENSG00000167779,ENSG00000167779.9,IGFBP6
ENSG00000167941,ENSG00000167941.3,SOST
ENSG00000168028,ENSG00000168028.15,RPSA
ENSG00000168056,ENSG00000168056.18,LTBP3
ENSG00000168081,ENSG00000168081.9,PNOC
ENSG00000168135,ENSG00000168135.4,KCNJ4
ENSG00000168229,ENSG00000168229.4,PTGDR
ENSG00000168329,ENSG00000168329.14,CX3CR1
ENSG00000168374,ENSG00000168374.11,ARF4
ENSG00000168384,ENSG00000168384.11,HLA-DPA1
ENSG00000168398,ENSG00000168398.7,BDKRB2
ENSG00000168412,ENSG00000168412.7,MTNR1A
ENSG00000168477,ENSG00000168477.21,TNXB
ENSG00000168509,ENSG00000168509.20,HJV
ENSG00000168539,ENSG00000168539.4,CHRM1
ENSG00000168542,ENSG00000168542.18,COL3A1
ENSG00000168546,ENSG00000168546.11,GFRA2
ENSG00000168615,ENSG00000168615.13,ADAM9
ENSG00000168621,ENSG00000168621.15,GDNF
ENSG00000168679,ENSG00000168679.18,SLC16A4
ENSG00000168685,ENSG00000168685.15,IL7R
ENSG00000168702,ENSG00000168702.18,LRP1B
ENSG00000168743,ENSG00000168743.13,NPNT
ENSG00000168758,ENSG00000168758.11,SEMA4C
ENSG00000168811,ENSG00000168811.8,IL12A
ENSG00000168830,ENSG00000168830.8,HTR1E
ENSG00000168959,ENSG00000168959.15,GRM5
ENSG00000168961,ENSG00000168961.17,LGALS9
ENSG00000169006,ENSG00000169006.7,NTSR2
ENSG00000169031,ENSG00000169031.21,COL4A3
ENSG00000169071,ENSG00000169071.15,ROR2
ENSG00000169083,ENSG00000169083.18,AR
ENSG00000169174,ENSG00000169174.13,PCSK9
ENSG00000169194,ENSG00000169194.10,IL13
ENSG00000169218,ENSG00000169218.14,RSPO1
ENSG00000169231,ENSG00000169231.13,THBS3
ENSG00000169242,ENSG00000169242.12,EFNA1
ENSG00000169245,ENSG00000169245.6,CXCL10
ENSG00000169248,ENSG00000169248.13,CXCL11
ENSG00000169252,ENSG00000169252.6,ADRB2
ENSG00000169306,ENSG00000169306.11,IL1RAPL1
ENSG00000169313,ENSG00000169313.10,P2RY12
ENSG00000169385,ENSG00000169385.3,RNASE2
ENSG00000169418,ENSG00000169418.10,NPR1
ENSG00000169429,ENSG00000169429.12,CXCL8
ENSG00000169439,ENSG00000169439.12,SDC2
ENSG00000169618,ENSG00000169618.7,PROKR1
ENSG00000169676,ENSG00000169676.6,DRD5
ENSG00000169684,ENSG00000169684.13,CHRNA5
ENSG00000169704,ENSG00000169704.5,GP9
ENSG00000169752,ENSG00000169752.17,NRG4
ENSG00000169760,ENSG00000169760.18,NLGN1
ENSG00000169783,ENSG00000169783.13,LINGO1
ENSG00000169836,ENSG00000169836.5,TACR3
ENSG00000169855,ENSG00000169855.21,ROBO1
ENSG00000169884,ENSG00000169884.14,WNT10B
ENSG00000169896,ENSG00000169896.18,ITGAM
ENSG00000169992,ENSG00000169992.10,NLGN2
ENSG00000170017,ENSG00000170017.12,ALCAM
ENSG00000170075,ENSG00000170075.10,GPR37L1
ENSG00000170175,ENSG00000170175.11,CHRNB1
ENSG00000170214,ENSG00000170214.5,ADRA1B
ENSG00000170255,ENSG00000170255.8,MRGPRX1
ENSG00000170315,ENSG00000170315.14,UBB
ENSG00000170381,ENSG00000170381.15,SEMA3E
ENSG00000170425,ENSG00000170425.4,ADORA2B
ENSG00000170458,ENSG00000170458.15,CD14
ENSG00000170498,ENSG00000170498.10,KISS1
ENSG00000170558,ENSG00000170558.10,CDH2
ENSG00000170775,ENSG00000170775.3,GPR37
ENSG00000170820,ENSG00000170820.12,FSHR
ENSG00000170835,ENSG00000170835.17,CEL
ENSG00000170893,ENSG00000170893.4,TRH
ENSG00000170961,ENSG00000170961.7,HAS2
ENSG00000170962,ENSG00000170962.13,PDGFD
ENSG00000170989,ENSG00000170989.10,S1PR1
ENSG00000171049,ENSG00000171049.9,FPR2
ENSG00000171051,ENSG00000171051.10,FPR1
ENSG00000171094,ENSG00000171094.18,ALK
ENSG00000171105,ENSG00000171105.14,INSR
ENSG00000171119,ENSG00000171119.3,NRTN
ENSG00000171136,ENSG00000171136.7,RLN3
ENSG00000171195,ENSG00000171195.11,MUC7
ENSG00000171243,ENSG00000171243.8,SOSTDC1
ENSG00000171388,ENSG00000171388.12,APLN
ENSG00000171462,ENSG00000171462.15,DLK2
ENSG00000171509,ENSG00000171509.16,RXFP1
ENSG00000171517,ENSG00000171517.6,LPAR3
ENSG00000171522,ENSG00000171522.6,PTGER4
ENSG00000171557,ENSG00000171557.17,FGG
ENSG00000171560,ENSG00000171560.18,FGA
ENSG00000171564,ENSG00000171564.12,FGB
ENSG00000171587,ENSG00000171587.15,DSCAM
ENSG00000171596,ENSG00000171596.7,NMUR1
ENSG00000171711,ENSG00000171711.3,DEFB4A
ENSG00000171855,ENSG00000171855.7,IFNB1
ENSG00000171860,ENSG00000171860.5,C3AR1
ENSG00000171864,ENSG00000171864.5,PRND
ENSG00000171873,ENSG00000171873.8,ADRA1D
ENSG00000172037,ENSG00000172037.14,LAMB2
